Id_de_sentencia,IdVictima,TipoPersona,TipoVictima,Sexo,FchVictimizanteIni,FchVictimizanteFin,ViolaciónDerechoHumano
537,627,Persona Jurídica,,Se desconoce,28/09/2018 12:00:00 a. m.,12/02/2019 12:00:00 a. m.,No
3129,3616,Persona Jurídica,,Se desconoce,13/09/2018 12:00:00 a. m.,13/09/2018 12:00:00 a. m.,No
54,55,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,193,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,174,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,175,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,176,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,177,Persona Física,Directa,Mujer,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,178,Persona Física,Directa,Mujer,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,179,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,180,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,181,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,182,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,183,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,184,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,185,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,186,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,187,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,188,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,189,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,190,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,191,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
54,192,Persona Física,Directa,Hombre,30/04/2018 12:00:00 a. m.,30/04/2018 12:00:00 a. m.,No
1991,2206,Persona Jurídica,,Se desconoce,02/10/2018 12:00:00 a. m.,02/10/2018 12:00:00 a. m.,No
120,118,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1653,1840,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2104,2410,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
859,951,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1762,1967,Persona Jurídica,,Se desconoce,02/10/2018 12:00:00 a. m.,02/10/2018 12:00:00 a. m.,No
2832,3288,Persona Jurídica,,Se desconoce,05/10/2018 12:00:00 a. m.,05/10/2018 12:00:00 a. m.,No
3194,3688,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1370,1514,Persona Jurídica,,Se desconoce,09/10/2018 12:00:00 a. m.,09/10/2018 12:00:00 a. m.,No
20,21,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1283,1424,Persona Jurídica,,Se desconoce,10/10/2018 12:00:00 a. m.,10/10/2018 12:00:00 a. m.,No
28,30,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1282,1423,Persona Jurídica,,Se desconoce,13/10/2018 12:00:00 a. m.,13/10/2018 12:00:00 a. m.,No
21,23,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1331,1476,Persona Jurídica,,Se desconoce,15/10/2018 12:00:00 a. m.,15/10/2018 12:00:00 a. m.,No
2898,3356,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2357,2773,Persona Jurídica,,Se desconoce,17/10/2018 12:00:00 a. m.,17/10/2018 12:00:00 a. m.,No
2229,2586,Persona Jurídica,,Se desconoce,22/10/2020 12:00:00 a. m.,22/10/2020 12:00:00 a. m.,No
2209,2575,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2915,3373,Persona Jurídica,,Se desconoce,17/10/2018 12:00:00 a. m.,17/10/2018 12:00:00 a. m.,No
910,1003,Persona Jurídica,,Se desconoce,19/10/2019 12:00:00 a. m.,20/02/2020 12:00:00 a. m.,No
1651,1836,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
698,794,Persona Jurídica,,Se desconoce,09/10/2018 12:00:00 a. m.,09/10/2018 12:00:00 a. m.,No
1135,1267,Persona Jurídica,,Se desconoce,20/08/2018 12:00:00 a. m.,20/08/2018 12:00:00 a. m.,No
2612,3037,Persona Jurídica,,Se desconoce,12/02/2018 12:00:00 a. m.,12/02/2018 12:00:00 a. m.,No
2717,3146,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2238,2602,Persona Jurídica,,Se desconoce,03/10/2018 12:00:00 a. m.,03/10/2018 12:00:00 a. m.,No
798,893,Persona Jurídica,,Se desconoce,13/07/2017 12:00:00 a. m.,25/10/2018 12:00:00 a. m.,No
1601,1785,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1120,1250,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1003,1177,Persona Jurídica,Directa,No tiene valor,24/10/2018 12:00:00 a. m.,24/10/2018 12:00:00 a. m.,No
19,22,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2557,2994,Persona Jurídica,,Se desconoce,25/10/2018 12:00:00 a. m.,25/10/2018 12:00:00 a. m.,No
542,631,Persona Jurídica,,Se desconoce,26/10/2018 12:00:00 a. m.,05/04/2019 12:00:00 a. m.,No
2660,3088,Persona Jurídica,,Se desconoce,07/09/2017 12:00:00 a. m.,11/09/2017 12:00:00 a. m.,No
952,1071,Persona Jurídica,,Se desconoce,12/10/2018 12:00:00 a. m.,12/10/2018 12:00:00 a. m.,No
409,430,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
839,932,Persona Jurídica,,Se desconoce,15/09/2018 12:00:00 a. m.,15/09/2018 12:00:00 a. m.,No
426,446,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
603,694,Persona Jurídica,,Se desconoce,15/04/2018 12:00:00 a. m.,07/03/2019 12:00:00 a. m.,No
604,695,Persona Jurídica,,Se desconoce,21/10/2018 12:00:00 a. m.,05/06/2019 12:00:00 a. m.,No
1649,1835,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
608,699,Persona Jurídica,,Se desconoce,29/10/2018 12:00:00 a. m.,06/05/2019 12:00:00 a. m.,No
1591,1784,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2363,2781,Persona Jurídica,,Se desconoce,01/07/2018 12:00:00 a. m.,01/07/2018 12:00:00 a. m.,No
2160,2504,Persona Jurídica,,Se desconoce,30/10/2001 12:00:00 a. m.,30/10/2018 12:00:00 a. m.,No
3048,3515,Persona Jurídica,,Se desconoce,31/10/2018 12:00:00 a. m.,31/10/2018 12:00:00 a. m.,No
2352,2767,Persona Jurídica,,Se desconoce,31/10/2018 12:00:00 a. m.,31/10/2018 12:00:00 a. m.,No
2869,3326,Persona Jurídica,,Se desconoce,01/11/2018 12:00:00 a. m.,01/11/2018 12:00:00 a. m.,No
1647,1834,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1281,1422,Persona Jurídica,,Se desconoce,02/11/2018 12:00:00 a. m.,02/11/2018 12:00:00 a. m.,No
609,700,Persona Jurídica,,Se desconoce,02/11/2018 12:00:00 a. m.,11/04/2019 12:00:00 a. m.,No
753,847,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
812,907,Persona Jurídica,,Se desconoce,03/11/2028 12:00:00 a. m.,03/11/2028 12:00:00 a. m.,No
1280,1421,Persona Jurídica,,Se desconoce,19/10/2018 12:00:00 a. m.,19/10/2018 12:00:00 a. m.,No
1642,1828,Persona Jurídica,,Se desconoce,01/01/2015 12:00:00 a. m.,31/12/2015 12:00:00 a. m.,No
2259,2632,Persona Jurídica,,Se desconoce,05/11/2018 12:00:00 a. m.,31/01/2020 12:00:00 a. m.,No
1992,2269,Persona Jurídica,,Se desconoce,05/11/2018 12:00:00 a. m.,05/11/2018 12:00:00 a. m.,No
2099,2416,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2099,2417,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2099,2418,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1796,2037,Persona Jurídica,,Se desconoce,06/11/2018 12:00:00 a. m.,06/11/2018 12:00:00 a. m.,No
1796,2036,Persona Jurídica,Directa,No tiene valor,06/11/2018 12:00:00 a. m.,06/11/2018 12:00:00 a. m.,No
126,123,Persona Jurídica,,Se desconoce,07/11/2018 12:00:00 a. m.,07/11/2018 12:00:00 a. m.,No
516,606,Persona Jurídica,,Se desconoce,11/01/2018 12:00:00 a. m.,11/01/2018 12:00:00 a. m.,No
2366,2783,Persona Jurídica,,Se desconoce,07/11/2018 12:00:00 a. m.,07/11/2018 12:00:00 a. m.,No
1469,2308,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1046,1172,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1826,2068,Persona Jurídica,,Se desconoce,09/11/2018 12:00:00 a. m.,09/11/2018 12:00:00 a. m.,No
2060,2345,Persona Jurídica,,Se desconoce,10/11/2018 12:00:00 a. m.,10/11/2018 12:00:00 a. m.,No
726,818,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
727,820,Persona Jurídica,,Se desconoce,02/11/2018 12:00:00 a. m.,02/11/2018 12:00:00 a. m.,No
1275,1415,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
227,243,Persona Jurídica,,Se desconoce,10/11/2018 12:00:00 a. m.,10/11/2018 12:00:00 a. m.,No
2156,2498,Persona Jurídica,,Se desconoce,10/11/2018 12:00:00 a. m.,10/11/2018 12:00:00 a. m.,No
2747,3182,Persona Jurídica,,Se desconoce,11/11/2018 12:00:00 a. m.,11/11/2018 12:00:00 a. m.,No
3193,3687,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2502,2898,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2822,3277,Persona Jurídica,,Se desconoce,08/11/2018 12:00:00 a. m.,08/11/2018 12:00:00 a. m.,No
2825,3280,Persona Jurídica,,Se desconoce,09/11/2018 12:00:00 a. m.,09/11/2018 12:00:00 a. m.,No
1646,1833,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
319,334,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
760,852,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1920,2148,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
243,258,Persona Jurídica,,Se desconoce,19/11/2018 12:00:00 a. m.,19/11/2018 12:00:00 a. m.,No
1830,2074,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
769,863,Persona Jurídica,,Se desconoce,19/11/2018 12:00:00 a. m.,19/11/2018 12:00:00 a. m.,No
2906,3364,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
31,42,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2249,2617,Persona Jurídica,,Se desconoce,24/11/2018 12:00:00 a. m.,06/05/2021 12:00:00 a. m.,No
2303,2692,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1997,2273,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
153,156,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
610,701,Persona Jurídica,,Se desconoce,26/11/2018 12:00:00 a. m.,25/03/2019 12:00:00 a. m.,No
2723,3158,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
754,848,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
611,703,Persona Jurídica,,Se desconoce,21/11/2018 12:00:00 a. m.,11/11/2019 12:00:00 a. m.,No
1279,1420,Persona Jurídica,,Se desconoce,13/09/2018 12:00:00 a. m.,13/09/2018 12:00:00 a. m.,No
410,431,Persona Jurídica,,Se desconoce,27/12/2018 12:00:00 a. m.,27/12/2018 12:00:00 a. m.,No
1644,1830,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
39,41,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1251,1388,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2933,3392,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1779,2018,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2036,2316,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
44,50,Persona Jurídica,Directa,No tiene valor,01/01/2011 12:00:00 a. m.,31/12/2011 12:00:00 a. m.,No
44,173,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
612,704,Persona Jurídica,,Se desconoce,04/12/2018 12:00:00 a. m.,20/02/2019 12:00:00 a. m.,No
1510,1659,Persona Jurídica,,Se desconoce,05/12/2018 12:00:00 a. m.,05/12/2018 12:00:00 a. m.,No
1253,1389,Persona Jurídica,,Se desconoce,07/12/2018 12:00:00 a. m.,07/12/2018 12:00:00 a. m.,No
613,705,Persona Jurídica,,Se desconoce,07/12/2018 12:00:00 a. m.,13/08/2019 12:00:00 a. m.,No
1589,1766,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1643,1829,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2077,2370,Persona Jurídica,,Se desconoce,09/12/2018 12:00:00 a. m.,09/12/2018 12:00:00 a. m.,No
425,450,Persona Jurídica,,Se desconoce,02/12/2018 12:00:00 a. m.,02/12/2018 12:00:00 a. m.,No
965,1082,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2545,2941,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2105,2528,Persona Jurídica,,Se desconoce,10/12/2018 12:00:00 a. m.,10/12/2018 12:00:00 a. m.,No
2028,2313,Persona Jurídica,,Se desconoce,11/12/2018 12:00:00 a. m.,11/12/2018 12:00:00 a. m.,No
777,869,Persona Jurídica,,Se desconoce,11/12/2017 12:00:00 a. m.,06/03/2019 12:00:00 a. m.,No
1047,1173,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
195,219,Persona Jurídica,,Se desconoce,10/12/2018 12:00:00 a. m.,10/12/2018 12:00:00 a. m.,No
197,1744,Persona Jurídica,,Se desconoce,12/12/2018 12:00:00 a. m.,12/12/2018 12:00:00 a. m.,No
1600,1783,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1588,1764,Persona Jurídica,,Se desconoce,13/12/2018 12:00:00 a. m.,13/12/2018 12:00:00 a. m.,No
2583,2995,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2821,3284,Persona Jurídica,,Se desconoce,15/12/2018 12:00:00 a. m.,15/12/2018 12:00:00 a. m.,No
779,871,Persona Jurídica,,Se desconoce,15/12/2018 12:00:00 a. m.,27/09/2019 12:00:00 a. m.,No
2011,2288,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
781,873,Persona Jurídica,,Se desconoce,16/12/2018 12:00:00 a. m.,22/04/2019 12:00:00 a. m.,No
2138,2484,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1742,1947,Persona Jurídica,,Se desconoce,18/12/2018 12:00:00 a. m.,18/12/2018 12:00:00 a. m.,No
2232,2597,Persona Jurídica,,Se desconoce,19/12/2018 12:00:00 a. m.,29/01/2021 12:00:00 a. m.,No
1061,1189,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2014,2290,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
38,40,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1116,1247,Persona Jurídica,,Se desconoce,21/12/2018 12:00:00 a. m.,21/12/2018 12:00:00 a. m.,No
427,447,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1995,2272,Persona Jurídica,,Se desconoce,25/12/2018 12:00:00 a. m.,25/12/2018 12:00:00 a. m.,No
428,448,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1598,1782,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2194,2546,Persona Jurídica,,Se desconoce,13/12/2018 12:00:00 a. m.,13/12/2018 12:00:00 a. m.,No
2068,2359,Persona Jurídica,,Se desconoce,16/07/2017 12:00:00 a. m.,16/07/2017 12:00:00 a. m.,No
2068,2422,Persona Jurídica,Directa,No tiene valor,16/07/2017 12:00:00 a. m.,16/07/2017 12:00:00 a. m.,No
429,449,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2645,3075,Persona Jurídica,,Se desconoce,27/12/2018 12:00:00 a. m.,27/12/2018 12:00:00 a. m.,No
2652,3080,Persona Jurídica,,Se desconoce,27/12/2018 12:00:00 a. m.,27/12/2018 12:00:00 a. m.,No
2359,2776,Persona Jurídica,,Se desconoce,30/12/2018 12:00:00 a. m.,30/12/2018 12:00:00 a. m.,No
2816,3270,Persona Jurídica,,Se desconoce,31/12/2018 12:00:00 a. m.,31/12/2018 12:00:00 a. m.,No
775,868,Persona Jurídica,,Se desconoce,29/12/2018 12:00:00 a. m.,29/12/2018 12:00:00 a. m.,No
945,1278,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2573,2985,Persona Jurídica,,Se desconoce,03/03/2015 12:00:00 a. m.,03/03/2015 12:00:00 a. m.,No
37,39,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1863,2107,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2029,2318,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1087,1224,Persona Jurídica,,Se desconoce,10/01/2019 12:00:00 a. m.,10/01/2019 12:00:00 a. m.,No
1592,1778,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2784,3225,Persona Jurídica,,Se desconoce,11/01/2019 12:00:00 a. m.,11/01/2019 12:00:00 a. m.,No
2031,2309,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1900,2128,Persona Jurídica,,,01/11/2019 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
36,38,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2865,3324,Persona Jurídica,,Se desconoce,10/01/2019 12:00:00 a. m.,10/01/2019 12:00:00 a. m.,No
3191,3685,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2088,2386,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2883,3340,Persona Jurídica,,Se desconoce,14/01/2019 12:00:00 a. m.,14/01/2019 12:00:00 a. m.,No
248,261,Persona Jurídica,,Se desconoce,14/01/2019 12:00:00 a. m.,14/01/2019 12:00:00 a. m.,No
2177,2521,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3182,3676,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1361,1506,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2329,2731,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2801,3245,Persona Jurídica,,Se desconoce,15/01/2019 12:00:00 a. m.,15/01/2019 12:00:00 a. m.,No
387,400,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
137,145,Persona Física,Directa,Hombre,07/01/2019 12:00:00 a. m.,16/01/2019 12:00:00 a. m.,Si
137,146,Persona Física,Directa,Hombre,07/01/2019 12:00:00 a. m.,16/01/2019 12:00:00 a. m.,Si
137,147,Persona Física,Directa,Hombre,07/01/2019 12:00:00 a. m.,16/01/2019 12:00:00 a. m.,Si
137,148,Persona Física,Directa,Hombre,07/01/2019 12:00:00 a. m.,16/01/2019 12:00:00 a. m.,Si
137,149,Persona Física,Directa,Hombre,07/01/2019 12:00:00 a. m.,16/01/2019 12:00:00 a. m.,Si
137,150,Persona Física,Directa,Hombre,07/01/2019 12:00:00 a. m.,09/01/2019 12:00:00 a. m.,Si
252,265,Persona Jurídica,,Se desconoce,19/01/2019 12:00:00 a. m.,19/01/2019 12:00:00 a. m.,No
1990,2207,Persona Jurídica,,Se desconoce,26/04/2017 12:00:00 a. m.,26/04/2017 12:00:00 a. m.,No
1397,1543,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2185,2538,Persona Física,Directa,Mujer,20/09/2019 12:00:00 a. m.,20/09/2019 12:00:00 a. m.,No
1309,1450,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
414,436,Persona Jurídica,,Se desconoce,22/01/2019 12:00:00 a. m.,22/01/2019 12:00:00 a. m.,No
157,162,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
783,876,Persona Jurídica,,Se desconoce,22/01/2019 12:00:00 a. m.,29/04/2019 12:00:00 a. m.,No
123,1181,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
771,865,Persona Jurídica,,Se desconoce,23/01/2019 12:00:00 a. m.,23/01/2019 12:00:00 a. m.,No
1277,1419,Persona Jurídica,,Se desconoce,21/11/2018 12:00:00 a. m.,21/11/2018 12:00:00 a. m.,No
3183,3677,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
35,37,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2443,2851,Persona Jurídica,,Se desconoce,19/01/2019 12:00:00 a. m.,19/01/2019 12:00:00 a. m.,No
2145,2490,Persona Jurídica,,Se desconoce,24/01/2019 12:00:00 a. m.,24/01/2019 12:00:00 a. m.,No
987,1104,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1983,2202,Persona Jurídica,,Se desconoce,25/01/2019 12:00:00 a. m.,25/01/2019 12:00:00 a. m.,No
1855,2099,Persona Jurídica,,Se desconoce,01/04/2018 12:00:00 a. m.,01/04/2018 12:00:00 a. m.,No
2859,3318,Persona Jurídica,,Se desconoce,13/01/2019 12:00:00 a. m.,13/01/2019 12:00:00 a. m.,No
2820,3274,Persona Jurídica,,Se desconoce,09/01/2019 12:00:00 a. m.,09/01/2019 12:00:00 a. m.,No
784,877,Persona Jurídica,,Se desconoce,15/01/2019 12:00:00 a. m.,05/11/2019 12:00:00 a. m.,No
1271,1405,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2154,2508,Persona Jurídica,,Se desconoce,26/01/2019 12:00:00 a. m.,26/01/2019 12:00:00 a. m.,No
1106,1237,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
785,878,Persona Jurídica,,Se desconoce,09/05/2017 12:00:00 a. m.,27/06/2019 12:00:00 a. m.,No
3267,3760,Persona Jurídica,,Se desconoce,19/01/2019 12:00:00 a. m.,19/01/2019 12:00:00 a. m.,No
2409,2820,Persona Jurídica,Directa,No tiene valor,27/01/2019 12:00:00 a. m.,27/01/2019 12:00:00 a. m.,No
786,879,Persona Jurídica,,Se desconoce,27/01/2019 12:00:00 a. m.,03/09/2019 12:00:00 a. m.,No
1756,1962,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2247,2611,Persona Jurídica,,Se desconoce,27/01/2019 12:00:00 a. m.,27/01/2019 12:00:00 a. m.,No
757,854,Persona Jurídica,,Se desconoce,10/01/2019 12:00:00 a. m.,10/01/2019 12:00:00 a. m.,No
1461,1604,Persona Jurídica,,Se desconoce,22/01/2019 12:00:00 a. m.,22/10/2019 12:00:00 a. m.,No
1306,1447,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1139,1273,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
816,910,Persona Jurídica,,Se desconoce,01/02/2019 12:00:00 a. m.,01/02/2019 12:00:00 a. m.,No
1978,2194,Persona Jurídica,,Se desconoce,02/02/2019 12:00:00 a. m.,02/02/2019 12:00:00 a. m.,No
1427,1571,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3187,3681,Persona Jurídica,,Se desconoce,02/02/2019 12:00:00 a. m.,02/02/2019 12:00:00 a. m.,No
788,880,Persona Jurídica,,Se desconoce,03/02/2019 12:00:00 a. m.,14/06/2019 12:00:00 a. m.,No
2921,3380,Persona Jurídica,Directa,No tiene valor,01/01/2012 12:00:00 a. m.,31/12/2012 12:00:00 a. m.,No
191,215,Persona Jurídica,Directa,No tiene valor,04/02/2019 12:00:00 a. m.,04/02/2019 12:00:00 a. m.,No
1304,1445,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
