IdSentenciado,aniosPrision,mesesPrision,diasPrision,bReparacion,bReparacionDefinir,bDecomiso,sBienesDecomisados,bBeneficioCondicional,bSustitutivoPena
6328,3.00,2.00,8.00,No,No,Si,artefactos bélicos,Si,No
6329,2.00,4.00,0.00,No,No,Si,artefactos bélicos,Si,No
6330,4.00,0.00,0.00,No,No,Si,arma de fuego y cartuchos afectos,Si,Si
6331,2.00,0.00,0.00,No,No,Si,Objeto belico,Si,Si
6332,4.00,0.00,0.00,No,No,Si,Las muestras de nafta afectas al presente asunto.,Si,Si
6337,2.00,0.00,0.00,No,No,Si,El arma de fuego tipo pistola,Si,Si
6340,4.00,0.00,0.00,No,No,Si,decomiso de los contenedores y el vehículo asegurados.,Si,Si
6341,4.00,0.00,0.00,No,No,Si,decomiso de los contenedores y el vehículo asegurados.,Si,Si
6342,3.00,11.00,0.00,No,No,Si,arma asegurada,Si,Si
6343,2.00,11.00,0.00,No,No,Si,arma afecta,No,No
6348,5.00,8.00,0.00,No,No,Si,artefactos bélicos y narcóticos asegurados,No,No
6354,4.00,6.00,0.00,No,No,Si,drogas afectas,No,No
6355,4.00,0.00,0.00,No,No,Si,El narcótico afecto.,Si,Si
6356,1.00,11.00,0.00,No,No,Si,arma de fuego asegurado,Si,Si
6357,3.00,4.00,0.00,No,No,Si,El narcótico afecto.,Si,Si
6358,7.00,0.00,0.00,No,No,Si,artefactos bélicos asegurados,No,No
6359,3.00,9.00,0.00,No,No,Si,Del numerario afecto.,No,No
6360,9.00,0.00,0.00,No,No,Si,drogara asegurada,No,No
6361,3.00,9.00,0.00,No,No,Si,El numerario afecto.,No,No
6362,6.00,7.00,0.00,No,No,Si,narcótico asegurado,No,No
6363,1.00,10.00,15.00,No,No,Si,Los cartuchos afectos.,Si,Si
6364,1.00,10.00,15.00,No,No,Si,Los cartuchos afectos,Si,Si
6365,1.00,4.00,0.00,No,No,Si,arma de fuego afecta,Si,No
6366,2.00,4.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6367,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6368,7.00,6.00,0.00,No,No,Si,Los narcóticos afectos.,No,No
6369,3.00,5.00,0.00,No,No,Si,los artefactos bélicos asegurados,Si,Si
6370,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6371,2.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6373,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6374,5.00,1.00,10.00,No,No,Si,Los objetos bélicos afectos.,No,No
6378,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6379,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6380,9.00,5.00,10.00,No,No,Si,Los objetos bélicos y el narcótico afecto.,No,No
6381,9.00,5.00,10.00,No,No,Si,Los objetos bélicos y el narcótico afecto.,No,No
6382,9.00,5.00,10.00,No,No,Si,Los objetos bélicos y el narcótico afecto.,No,No
6383,9.00,5.00,10.00,No,No,Si,Los objetos bélicos y el narcótico afecto.,No,No
6384,6.00,8.00,0.00,No,No,Si,Las muestras representativas del narcótico afecto.,No,No
6385,6.00,8.00,0.00,No,No,Si,Las muestras representativas del narcótico afecto.,No,No
6388,1.00,9.00,7.00,No,No,Si,El arma de fuego afecta.,Si,Si
6389,4.00,1.00,15.00,No,No,Si,Todos los objetos bélicos afectos.,No,No
6390,6.00,1.00,15.00,No,No,Si,Todos los objetos bélicos afectos.,No,No
6392,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6393,2.00,9.00,17.00,No,No,Si,El arma y los cartuchos afectos.,Si,Si
6394,3.00,4.00,0.00,Si,No,Si,La restitución del petrolífero afecto.,No,No
6395,9.00,1.00,15.00,No,No,Si,El armamento afecto.,No,No
6397,9.00,1.00,15.00,No,No,Si,El armamento afecto.,No,No
6399,3.00,9.00,0.00,No,No,Si,Las armas de fuego afectas.,No,Si
6401,2.00,7.00,15.00,No,No,Si,El arma de fuego y los cartuchos afectos.,No,No
6402,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,No,Si
6410,7.00,1.00,9.00,No,No,Si,Las armas de fuego afectas.,No,No
6411,7.00,1.00,9.00,No,No,Si,Las armas de fuego afectas.,No,No
6412,7.00,1.00,9.00,No,No,Si,Las armas de fuego afectas.,No,No
6413,3.00,4.00,15.00,No,No,Si,Las armas de fuego y los cargadores afectos.,Si,Si
6418,1.00,11.00,0.00,No,No,Si,Arma de fuego,Si,Si
6420,1.00,7.00,6.00,No,No,Si,El arma de fuego afecta.,No,No
6423,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6424,2.00,0.00,0.00,No,No,Si,Arma de fuego,Si,Si
6425,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6426,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6428,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,No,Si
6429,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6430,3.00,8.00,0.00,No,No,Si,Armas,Si,Si
6434,4.00,0.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6435,5.00,0.00,0.00,No,No,Si,El narcótico afecto.,No,No
6436,2.00,0.00,0.00,No,No,Si,Arma de fuego,Si,Si
6438,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6439,1.00,0.00,0.00,No,No,Si,Arma de fuego,No,No
6440,1.00,6.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6441,6.00,8.00,0.00,No,No,Si,Los narcóticos afectos.,No,No
6442,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6445,2.00,8.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6446,4.00,0.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6448,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6449,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6452,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6453,3.00,9.00,0.00,No,No,Si,El  narcótico afecto.,Si,Si
6456,4.00,0.00,0.00,No,No,Si,Los narcóticos afectos.,No,Si
6457,4.00,0.00,0.00,No,No,Si,Los narcóticos afectos.,No,Si
6458,4.00,0.00,0.00,No,No,Si,Los narcóticos afectos.,No,Si
6461,1.00,7.00,6.00,No,No,Si,El arma de fuego afecta.,No,No
6463,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6464,3.00,2.00,12.00,No,No,Si,El narcótico afecto.,Si,Si
6465,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6466,3.00,2.00,12.00,No,No,Si,Los documentos falsos afectos.,Si,Si
6467,1.00,6.00,0.00,No,No,Si,El arma de fuego afecta.,No,No
6468,1.00,6.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6469,7.00,6.00,0.00,No,No,Si,El narcótico afecto.,No,No
6471,0.00,9.00,12.00,No,No,Si,El arma de fuego afecta.,No,No
6472,1.00,4.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6473,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6474,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,No,Si
6475,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6476,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6477,5.00,1.00,10.00,No,No,Si,Las armas de fuego afectas.,No,No
6479,3.00,9.00,0.00,No,No,Si,Los cartuchos afectos.,No,Si
6480,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6481,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,No,Si
6483,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6484,5.00,8.00,0.00,No,No,Si,Las armas de fuego afectas.,No,No
6485,5.00,8.00,0.00,No,No,Si,Las armas de fuego afectas.,No,No
6486,5.00,8.00,0.00,No,No,Si,Las armas de fuego afectas.,No,No
6487,5.00,8.00,0.00,No,No,Si,Las armas de fuego afectas.,No,No
6488,3.00,4.00,0.00,No,No,Si,Los tres billetes apócrifos afectos.,Si,Si
6489,4.00,0.00,0.00,No,No,Si,Las armas de fuego afectas.,No,No
6490,3.00,0.00,0.00,No,No,Si,Los documentos falsos (públicos y privados) afectos.,Si,Si
6492,4.00,0.00,0.00,No,No,Si,Las armas de fuego afectas.,Si,Si
6493,2.00,4.00,24.00,No,No,Si,Las armas de fuego afectas.,Si,Si
6494,3.00,9.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6495,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,No,Si
6496,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6497,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6498,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6499,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6502,3.00,10.00,20.00,No,No,Si,narcótico asegurado,Si,Si
6505,2.00,8.00,0.00,No,No,Si,original del documento a manera de certificado de bachillerato A017131 supuestamente expedido por la Dirección General de Bachillerato de la Secretaría de Educación Pública,Si,Si
6506,4.00,0.00,0.00,No,No,Si,Documento afecto,Si,Si
6507,4.00,0.00,0.00,No,No,Si,narcótico asegurado,Si,Si
6511,3.00,4.00,0.00,No,No,Si,narcótico y vehículos afectos,Si,No
6512,3.00,4.00,0.00,No,No,Si,narcótico y vehículo afectos,Si,No
6513,3.00,6.00,0.00,No,No,Si,narcótico afecto,Si,No
6514,2.00,8.00,0.00,No,No,Si,narcótico afecto,Si,No
6518,1.00,11.00,0.00,No,No,Si,narcótico y objeto bélico atribuido,Si,No
6521,5.00,6.00,0.00,No,No,Si,artefactos bélicos y drogas aseguradas,No,No
6522,2.00,11.00,29.00,No,No,Si,Pistola,Si,No
6523,2.00,3.00,0.00,No,No,Si,objeto bélico atribuido,Si,No
6525,2.00,0.00,0.00,No,No,Si,1 PISTOLA,Si,Si
6526,2.00,0.00,0.00,No,No,Si,1 pistola,Si,Si
6530,1.00,6.00,0.00,No,No,Si,objeto bélico atribuido,No,No
6531,2.00,8.00,0.00,No,No,Si,La copia simple del certificado de bachillerato con folio K95070 del área de Humanidades con fecha de expedición once de mayo de dos mi dieciséis expedido supuestamente por la Dirección General de Bachillerato,Si,Si
6534,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6536,3.00,2.00,12.00,No,No,Si,Los documentos apócrifos afectos.,Si,Si
6540,7.00,6.00,0.00,No,No,Si,El narcótico afecto.,No,No
6541,6.00,4.00,24.00,No,No,Si,El arma de fuego y la droga afecta.,No,No
6542,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6543,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6545,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6546,4.00,0.00,0.00,No,No,Si,Las armas de fuego afectas.,Si,Si
6547,4.00,0.00,0.00,No,No,Si,Las armas de fuego afectas.,Si,Si
6550,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6551,4.00,0.00,0.00,No,No,Si,Las armas de fuego afectas.,No,Si
6554,3.00,2.00,12.00,No,No,Si,El arma de fuego afecta.,Si,Si
6556,7.00,6.00,0.00,No,No,Si,El narcótico afecto.,No,No
6563,3.00,4.00,0.00,No,No,Si,TUBO DE METAL UTILIZADO,Si,Si
6565,3.00,4.00,0.00,No,No,Si,ARAMA,Si,Si
6566,2.00,6.00,0.00,No,No,Si,Objeto bélico ,Si,Si
6567,2.00,6.00,0.00,No,No,Si,Objeto bélico ,Si,Si
6570,2.00,2.00,0.00,No,No,Si,Un arma de fuego tipo pistola.,Si,Si
6578,1.00,6.00,0.00,No,No,Si,ARMA DE FUEGO,Si,Si
6580,3.00,0.00,0.00,No,No,Si,Catorce comprimidos sustancia activa clonazepam,Si,Si
6589,4.00,0.00,0.00,No,No,Si,488.2 GRAMOS DE CLORHIDRATO DE METANFETAMINA ,Si,Si
6599,4.00,0.00,0.00,No,No,Si,56.730 kilogramos; del estupefaciente cannabis sativa l. conocido comúnmente como marihuana,Si,Si
6600,4.00,0.00,0.00,No,No,Si,56.730 kilogramos; del estupefaciente cannabis sativa l. conocido comúnmente como marihuana,Si,Si
6601,4.00,0.00,0.00,No,No,Si,56.730 kilogramos; del estupefaciente cannabis sativa l. conocido comúnmente como marihuana,Si,Si
6606,3.00,0.00,0.00,No,No,Si,Veinticinco comprimidos del principio activo clonazepam,Si,Si
6610,2.00,3.00,0.00,No,No,Si,objeto bélico atribuido,Si,No
6611,8.00,0.00,0.00,No,No,Si,narcótico afecto,No,No
6613,2.00,6.00,0.00,No,No,Si,arma,Si,Si
6615,2.00,6.00,0.00,No,No,Si,arma,Si,Si
6616,2.00,8.00,0.00,No,No,Si,objeto bélico afecto,Si,No
6619,4.00,0.00,0.00,No,No,Si,narcóticos afectos,Si,No
6620,7.00,7.00,0.00,No,No,Si,objetos bélicos afectos,No,No
6621,7.00,7.00,0.00,No,No,Si,objetos bélicos atribuidos,No,No
6622,7.00,7.00,0.00,No,No,Si,objetos bélicos atribuidos,No,No
6624,1.00,6.00,0.00,No,No,Si,OBJETOS BÉLICOS,Si,Si
6625,3.00,4.00,0.00,No,No,Si,narcótico atribuido,Si,No
6626,3.00,4.00,0.00,No,No,Si,narcótico atribuido,Si,No
6628,8.00,0.00,0.00,No,No,Si,narcóticos y objetos bélicos atribuidos,No,No
6630,3.00,9.00,0.00,No,No,Si,narcótico afecto,Si,No
6631,3.00,4.00,15.00,No,No,Si,Trece cartuchos afectos que fueron devueltos después del dictamen correspondiente,Si,Si
6632,2.00,8.00,0.00,No,No,Si,narcótico atribuido,Si,No
6633,1.00,6.00,0.00,No,No,Si,objeto bélico,Si,No
6634,3.00,0.00,0.00,No,No,Si,objeto bélico atribuido,Si,No
6635,3.00,0.00,0.00,No,No,Si,objeto bélico atribuido,Si,No
6636,2.00,6.00,0.00,No,No,Si,OBJETOS BÉLICOS,Si,Si
6638,2.00,9.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,Si
6639,2.00,9.00,0.00,No,No,Si,OBJETOS ´BÉLICOS,No,Si
6640,2.00,9.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,Si
6642,3.00,6.00,0.00,No,No,Si,objetos bélicos atribuidos,Si,No
6643,3.00,6.00,0.00,No,No,Si,objetos bélicos afectos,Si,No
6645,4.00,0.00,0.00,No,No,Si,objetos bélicos atribuidos,Si,No
6646,4.00,0.00,0.00,No,No,Si,objetos bélicos afectos,Si,No
6647,2.00,6.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,Si
6648,3.00,4.00,15.00,No,No,Si,objetos bélicos afectos,No,No
6649,3.00,4.00,15.00,No,No,Si,objetos bélicos atribuidos,Si,No
6650,2.00,6.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,Si
6652,3.00,9.00,0.00,No,No,Si,narcótico afecto,Si,No
6653,3.00,9.00,0.00,No,No,Si,narcótico afecto,Si,No
6654,3.00,11.00,20.00,No,No,Si,narcótico y objetos bélicos afectos,No,No
6655,3.00,6.00,0.00,Si,No,Si,396.018 litros de un petrolífero que pericialmente resultó ser gasolina regular Pemex Magna,Si,Si
6656,3.00,6.00,0.00,Si,No,Si,396.018 litros de un petrolífero que pericialmente resultó ser gasolina regular Pemex Magna,Si,Si
6657,3.00,6.00,0.00,Si,No,Si,396.018 litros de un petrolífero que pericialmente resultó ser gasolina regular Pemex Magna,Si,Si
6666,4.00,0.00,0.00,No,No,Si,Clorhidrato de cocaina,No,No
6671,2.00,0.00,0.00,No,No,Si,Un arma de fuego; cinco cartuchos; dos cargadores para arma de fuego.,No,Si
6672,4.00,0.00,0.00,No,No,Si,armas de fuego,No,No
6673,4.00,0.00,0.00,No,No,Si,armas de fuego,No,No
6675,4.00,0.00,0.00,No,No,Si,machete,No,No
6676,3.00,7.00,6.00,No,No,Si,objetos bélicos afectos ,Si,Si
6677,2.00,4.00,0.00,No,No,Si,Un arma de fuego tipo pistola calibre .380" auto.,Si,Si
6678,2.00,4.00,0.00,No,No,Si,Un arma de fuego tipo pistola calibre .380" auto,Si,Si
6679,4.00,0.00,0.00,No,No,Si,armas de fuego y los cartuchos referidos,Si,Si
6680,2.00,0.00,0.00,No,No,Si,arma de fuego y cartuchos referidos.,Si,Si
6681,2.00,0.00,0.00,No,No,Si,arma de fuego y cartuchos referidos.,Si,Si
6684,2.00,0.00,0.00,No,No,Si,objetos bélicos asegurados.,Si,Si
6693,6.00,4.00,24.00,No,No,Si,armamento y narcotico,No,No
6694,8.00,4.00,5.00,No,No,Si,armamento ,No,No
6697,2.00,8.00,0.00,No,No,Si,ARMAS,Si,Si
6700,8.00,4.00,0.00,No,No,Si,narcotico,No,No
6702,4.00,5.00,0.00,No,No,Si,narcotico,No,No
6703,4.00,5.00,0.00,No,No,Si,narcotico,No,No
6704,3.00,4.00,0.00,No,No,Si,PASTILLAS,Si,Si
6705,3.00,0.00,0.00,No,No,Si,objetos bélicos ,Si,Si
6706,3.00,0.00,0.00,No,No,Si,objetos bélicos ,Si,Si
6707,3.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS ,Si,Si
6709,2.00,0.00,0.00,No,No,Si,Arma de fuego,No,No
6711,2.00,8.00,0.00,No,No,Si,Un arma de fuego tipo pistola calibre 9mm Luger.,Si,Si
6714,1.00,4.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6717,8.00,0.00,0.00,No,No,Si,El narcótico afecto.,No,No
6740,4.00,3.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,No
6741,6.00,8.00,0.00,No,No,Si,ESTUPEFACIENTE,No,No
6742,2.00,9.00,0.00,No,No,Si,MATERIAL BÉLICO,No,No
6743,3.00,9.00,0.00,No,No,Si,decomiso tanto de los objetos bélicos como del narcótico relacionado a la presente causa penal.,Si,Si
6746,4.00,0.00,0.00,No,No,Si, artefactos bélicos,Si,No
6752,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6753,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6754,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6755,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6757,2.00,6.00,0.00,No,No,Si,Las armas de fuego afectas.,Si,Si
6758,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6759,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6761,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6763,1.00,6.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6764,3.00,11.00,7.00,No,No,Si,Los cargadores afectos.,Si,Si
6765,3.00,11.00,7.00,No,No,Si,Los cargadores afectos.,Si,Si
6766,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6767,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6768,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6769,1.00,4.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6770,1.00,6.00,0.00,No,No,Si,El arma de fuego afecta.,No,Si
6771,2.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6777,2.00,3.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6778,3.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6780,3.00,0.00,0.00,No,No,Si,El narcótico afecto.,Si,Si
6781,3.00,9.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6782,3.00,9.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6783,2.00,3.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6784,3.00,9.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6785,2.00,3.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6786,2.00,3.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6787,2.00,3.00,0.00,No,No,Si,Los narcóticos afectos.,Si,Si
6788,6.00,0.00,0.00,No,No,Si,Los narcóticos afectos.,No,No
6789,0.00,10.00,0.00,No,No,Si,30 cartuchos hábiles para arma de fuego .9+ milímetros marca Luger ,No,Si
6790,7.00,2.00,0.00,No,No,Si,Estupefaciente y cartuchos,No,No
6792,6.00,8.00,0.00,No,No,Si,Narcótico asegurado ,No,No
6796,6.00,8.00,0.00,No,No,Si,Narcótico asegurado ,No,No
6798,3.00,9.00,0.00,No,No,Si,El narcótico afecto.,Si,No
6799,3.00,9.00,0.00,No,No,Si,El narcótico afecto.,Si,No
6800,2.00,0.00,0.00,No,No,Si,El arma de fuego afecta.,Si,Si
6801,2.00,4.00,24.00,No,No,Si,El arma de fuego afecta.,Si,Si
6803,6.00,8.00,0.00,No,No,Si,El narcótico afecto.,No,No
6804,7.00,0.00,0.00,No,No,Si,ESTUPEFACIENTE,No,No
6805,3.00,0.00,0.00,No,No,Si,Los documentos apócrifos afectos.,Si,Si
6806,6.00,6.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,No
6808,3.00,2.00,12.00,No,No,Si,El narcótico afecto.,Si,Si
6809,3.00,4.00,0.00,No,No,Si,ARMA CARGADOR CARTUCHOS,Si,Si
6818,1.00,6.00,0.00,No,No,Si,arma,Si,Si
6819,3.00,3.00,0.00,No,No,Si,armamento belico ,Si,Si
6822,8.00,0.00,0.00,No,No,Si,narcotico,No,No
6824,2.00,4.00,0.00,No,No,Si,decomiso del arma de fuego,Si,Si
6831,2.00,8.00,0.00,No,No,Si,narcotico ,Si,Si
6832,2.00,3.00,0.00,No,No,Si,objetos bélicos asegurados,Si,Si
6833,4.00,0.00,0.00,No,No,Si,armas,Si,Si
6834,4.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,Si,Si
6835,4.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,Si,Si
6836,4.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,Si,Si
6838,4.00,0.00,0.00,No,No,Si,droga,Si,Si
6839,3.00,0.00,0.00,No,No,Si,-ARMA -CARTCUHOS,Si,Si
6849,2.00,6.00,0.00,No,No,Si,Un arma de fuego,Si,No
6851,3.00,4.00,0.00,No,No,Si,27 pastillas clonazepam tableta de 2 mg,No,No
6854,3.00,4.00,0.00,No,No,Si,27 pastillas de clonazepam de .2 mg,No,No
6856,3.00,0.00,0.00,No,No,Si,Estupefaciente consistente en 829.7 gramos de clorhidrato de cocaína.,Si,Si
6859,2.00,0.00,0.00,No,No,Si,se decretó el decomiso del objeto material,Si,Si
6862,3.00,0.00,0.00,No,No,Si,Decomiso de objetos e instrumentos del ilícitos,Si,Si
6863,3.00,4.00,0.00,No,No,Si,narcotico,Si,Si
6864,3.00,9.00,0.00,No,No,Si,narcotico ,Si,Si
6865,3.00,9.00,0.00,No,No,Si,narcoticos ,Si,Si
6867,2.00,4.00,24.00,No,No,Si,ARMA,Si,Si
6870,2.00,0.00,0.00,No,No,Si,El arma de fuego afecta y narcótico afecto,Si,Si
6871,7.00,6.00,0.00,No,No,Si,datos conservados ,No,No
6872,7.00,6.00,0.00,No,No,Si,narcoticos ,No,No
6874,2.00,4.00,24.00,No,No,Si,armamento belico ,Si,Si
6875,1.00,8.00,0.00,No,No,Si,armas,No,No
6877,2.00,7.00,15.00,No,No,Si,un arma de fuego tipo pistola marca Smith & Wesson modelo M&P 9 Shield Performance Center calibre 9 milímetros matrícula HYK1087,Si,Si
6878,3.00,0.00,0.00,No,No,Si,armas,Si,Si
6879,3.00,0.00,0.00,No,No,Si,armas,Si,Si
6880,3.00,0.00,0.00,No,No,Si,armas,No,No
6881,3.00,0.00,0.00,No,No,Si,armas,Si,Si
6882,3.00,0.00,0.00,No,No,Si,armas,Si,Si
6883,3.00,0.00,0.00,No,No,Si,armas,No,No
6884,3.00,0.00,0.00,No,No,Si,armas,Si,Si
6885,3.00,0.00,0.00,No,No,Si,armas,Si,Si
6887,4.00,0.00,0.00,No,No,Si,Droga,No,Si
6892,4.00,0.00,0.00,No,No,Si,una bolsa de plástico transparente cerrada con un nudo conteniendo en su interior 247 envoltorios de plástico transparentes sellados al calor conteniendo cada uno de ellos en su interior un polvo granulada que a dictamen químico resultó ser clorhidrato de metanfetamina con peso neto de 197.6  gramos,Si,Si
6893,3.00,9.00,0.00,No,No,Si,una bolsa de material sintético de color negro contenida de una sustancia solida cristalina identificada pericialmente como metanfetamina con un peso bruto de 190.2 gramos y un peso neto de 177.7 gramos,Si,No
6894,2.00,8.00,0.00,No,No,Si,Un arma de fuego tipo pistola calibre .22",Si,Si
6895,2.00,11.00,0.00,No,No,Si,artefactos bélicos,Si,Si
6898,2.00,7.00,15.00,No,No,Si,Arma de fuego tipo pistola calibre 22 Short marca Pietro Beretta modelo 950 PS matrícula BR14647,Si,Si
6900,3.00,4.00,0.00,No,No,Si,narcotico,No,No
6901,2.00,4.00,24.00,No,No,Si,arma,Si,No
6902,7.00,6.00,0.00,No,No,Si,narcotico ,No,No
6903,2.00,3.00,0.00,No,No,Si,armamento belico,Si,Si
6904,2.00,3.00,0.00,No,No,Si,armamento belico ,Si,Si
6905,3.00,0.00,0.00,No,No,Si,ARTEFACTO BELICO ,No,No
6907,4.00,2.00,0.00,No,No,Si,NARCOTICO,No,No
6908,4.00,0.00,0.00,No,No,Si,ARMAMENTO BELICO ,No,No
6909,7.00,6.00,0.00,No,No,Si,NARCOTICO ,No,No
6910,7.00,6.00,0.00,No,No,Si,NARCOTICO,No,No
6911,1.00,4.00,0.00,No,No,Si,objetos o instrumentos del delito.,Si,Si
6912,4.00,0.00,0.00,No,No,Si,NARCOTICO ,Si,Si
6914,4.00,0.00,0.00,No,No,Si,NARCOTICO,Si,Si
6915,7.00,6.00,0.00,No,No,Si,el decomiso del narcótico y del vehículo ,No,No
6917,4.00,0.00,0.00,No,No,Si,arma,Si,Si
6918,2.00,3.00,0.00,No,No,Si,arma,Si,Si
6919,3.00,0.00,0.00,No,No,Si,narcotico ,Si,Si
6923,2.00,3.00,0.00,No,No,Si,Arma de fuego tipo pistola calibre nueve milímetros.,Si,Si
6926,3.00,11.00,7.00,No,No,Si,Se ordenó el decomiso del material bélico.,Si,Si
6927,3.00,0.00,0.00,No,No,Si,metandfetamina,No,No
6928,3.00,0.00,0.00,No,No,Si,METANFETAMINA,Si,No
6929,1.00,0.00,0.00,No,No,Si,arma de fuego tipo revólver calibre .38" Especial matrícula 27643,Si,Si
6934,0.00,7.00,0.00,No,No,Si,metanfetamina,No,Si
6946,7.00,4.00,0.00,No,No,Si,ARMAS DE FUEGO,No,No
6947,7.00,4.00,0.00,No,No,Si,arma de fuego,No,No
6948,7.00,4.00,6.00,No,No,Si,arma de fuego,No,No
6950,7.00,4.00,0.00,No,No,Si,arma de fuego,No,No
6951,2.00,10.00,0.00,No,No,Si,arma de fuego,Si,Si
6952,2.00,0.00,0.00,No,No,Si,Arma de fuego afecta,Si,Si
6954,1.00,8.00,0.00,No,No,Si,arma de fuego,No,No
6956,3.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
6957,8.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,No
6959,7.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,No
6960,7.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,No
6961,2.00,11.00,0.00,No,No,Si,documento falso,Si,Si
6962,7.00,0.00,0.00,No,No,Si,OBJETOS BÉLICOS,No,No
