Id_de_sentencia,Centro_de_Justicia,Causa_Penal,Juez,TipoSentencia,Relevante,Perspectiva_de_Género,Fecha_de_Auto_de_Apertura_a_Juicio_Oral,Fecha_de_sentencia,Sentenciados,Victimas,Criterios,Exclusión_violación_DD_HH_en_JO
26294,Ciudad Juárez,152/2022,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/08/2022 12:00:00 a. m.,1,1,,No
26289,Ciudad Juárez,81/2022,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,26/08/2022 12:00:00 a. m.,1,1,,No
26290,Ciudad Juárez,832/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,26/08/2022 12:00:00 a. m.,1,1,,No
26291,Ciudad Juárez,312/2021,VÍCTOR MANLIO                            HERNÁNDEZ                                CALDERÓN                                ,Procedimiento Abreviado,No,No,,26/08/2022 12:00:00 a. m.,1,1,,No
26159,Ciudad Juárez,335/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,25/08/2022 12:00:00 a. m.,1,1,,No
25911,Ciudad Juárez,188/2022,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,24/08/2022 12:00:00 a. m.,1,1,,No
26286,Ciudad Juárez,42/2022,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,23/08/2022 12:00:00 a. m.,1,1,,No
26287,Ciudad Juárez,972/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,23/08/2022 12:00:00 a. m.,1,1,,No
25455,Ciudad Juárez,1181/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/08/2022 12:00:00 a. m.,2,1,,No
25814,Ciudad Juárez,626/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,22/08/2022 12:00:00 a. m.,1,1,,No
25754,Ciudad Juárez,207/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,19/08/2022 12:00:00 a. m.,1,1,,No
25755,Ciudad Juárez,578/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,19/08/2022 12:00:00 a. m.,3,1,,No
25757,Ciudad Juárez,1218/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,19/08/2022 12:00:00 a. m.,5,1,,No
25759,Ciudad Juárez,738/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,19/08/2022 12:00:00 a. m.,3,1,,No
25760,Ciudad Juárez,1308/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,19/08/2022 12:00:00 a. m.,1,1,,No
25658,Ciudad Juárez,707/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,16/08/2022 12:00:00 a. m.,1,1,,No
25699,Ciudad Juárez,62/2022,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,15/08/2022 12:00:00 a. m.,1,1,,No
25701,Ciudad Juárez,771/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,15/08/2022 12:00:00 a. m.,1,1,,No
25702,Ciudad Juárez,262/2022,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,15/08/2022 12:00:00 a. m.,1,1,,No
25605,Ciudad Juárez,61/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,10/08/2022 12:00:00 a. m.,1,1,,No
25606,Ciudad Juárez,52/2018,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,10/08/2022 12:00:00 a. m.,1,1,,No
25607,Ciudad Juárez,671/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,10/08/2022 12:00:00 a. m.,1,1,,No
25604,Ciudad Juárez,51/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,05/08/2022 12:00:00 a. m.,1,1,,No
25514,Ciudad Juárez,38/2022,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,04/08/2022 12:00:00 a. m.,1,1,,No
25482,Ciudad Juárez,581/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,02/08/2022 12:00:00 a. m.,1,1,,No
25821,Ciudad Juárez,485/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,01/08/2022 12:00:00 a. m.,2,1,,No
24632,Ciudad Juárez,48/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,30/07/2022 12:00:00 a. m.,1,1,,No
25462,Ciudad Juárez,502/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/07/2022 12:00:00 a. m.,1,1,,No
25459,Ciudad Juárez,321/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,28/07/2022 12:00:00 a. m.,1,1,,No
25461,Ciudad Juárez,952/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,28/07/2022 12:00:00 a. m.,1,1,,No
25463,Ciudad Juárez,251/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,28/07/2022 12:00:00 a. m.,1,1,,No
25481,Ciudad Juárez,321/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,28/07/2022 12:00:00 a. m.,1,1,,No
25465,Ciudad Juárez,112/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,27/07/2022 12:00:00 a. m.,1,1,,No
25480,Ciudad Juárez,851/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,27/07/2022 12:00:00 a. m.,2,1,,No
25818,Ciudad Juárez,686/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,27/07/2022 12:00:00 a. m.,1,1,,No
25275,Ciudad Juárez,35/2022,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,25/07/2022 12:00:00 a. m.,1,1,,No
25460,Ciudad Juárez,271/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,25/07/2022 12:00:00 a. m.,1,1,,No
25464,Ciudad Juárez,1262/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,23/07/2022 12:00:00 a. m.,1,1,,No
25452,Ciudad Juárez,231/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/07/2022 12:00:00 a. m.,1,1,,No
25453,Ciudad Juárez,221/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/07/2022 12:00:00 a. m.,1,1,,No
25454,Ciudad Juárez,232/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/07/2022 12:00:00 a. m.,1,1,,No
25457,Ciudad Juárez,702/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/07/2022 12:00:00 a. m.,1,1,,No
25177,Ciudad Juárez,1065/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,21/07/2022 12:00:00 a. m.,1,1,,No
25447,Ciudad Juárez,821/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,20/07/2022 12:00:00 a. m.,1,1,,No
25450,Ciudad Juárez,212/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,20/07/2022 12:00:00 a. m.,1,1,,No
28936,Ciudad Juárez,1105/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,15/07/2022 12:00:00 a. m.,3,1,,No
24887,Ciudad Juárez,428/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,13/07/2022 12:00:00 a. m.,1,1,,No
25816,Ciudad Juárez,453/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,12/07/2022 12:00:00 a. m.,1,1,,No
24885,Ciudad Juárez,556/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,11/07/2022 12:00:00 a. m.,1,1,,No
24702,Ciudad Juárez,388/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,05/07/2022 12:00:00 a. m.,1,1,,No
24586,Ciudad Juárez,811/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/06/2022 12:00:00 a. m.,1,1,,No
24587,Ciudad Juárez,242/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/06/2022 12:00:00 a. m.,3,1,,No
25428,Ciudad Juárez,152/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/06/2022 12:00:00 a. m.,4,1,,No
24406,Ciudad Juárez,977/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,27/06/2022 12:00:00 a. m.,1,1,,No
24407,Ciudad Juárez,757/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,27/06/2022 12:00:00 a. m.,1,1,,No
24341,Ciudad Juárez,1112/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,24/06/2022 12:00:00 a. m.,1,1,,No
24585,Ciudad Juárez,412/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,24/06/2022 12:00:00 a. m.,1,1,,No
25426,Ciudad Juárez,92/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,24/06/2022 12:00:00 a. m.,1,1,,No
24314,Ciudad Juárez,157/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,22/06/2022 12:00:00 a. m.,1,1,,No
24315,Ciudad Juárez,768/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,22/06/2022 12:00:00 a. m.,1,1,,No
24189,Ciudad Juárez,927/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,17/06/2022 12:00:00 a. m.,2,1,,No
24078,Ciudad Juárez,387/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,14/06/2022 12:00:00 a. m.,2,1,,No
24072,Ciudad Juárez,421/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,13/06/2022 12:00:00 a. m.,1,1,,No
24073,Ciudad Juárez,920/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,13/06/2022 12:00:00 a. m.,1,1,,No
24274,Ciudad Juárez,711/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,13/06/2022 12:00:00 a. m.,1,1,,No
23903,Ciudad Juárez,938/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,09/06/2022 12:00:00 a. m.,1,1,,No
24066,Ciudad Juárez,62/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,08/06/2022 12:00:00 a. m.,1,1,,No
24279,Ciudad Juárez,841/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,08/06/2022 12:00:00 a. m.,1,1,,No
23701,Ciudad Juárez,938/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,06/06/2022 12:00:00 a. m.,1,1,,No
23709,Ciudad Juárez,228/2022,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,06/06/2022 12:00:00 a. m.,2,1,,No
23710,Ciudad Juárez,357/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,06/06/2022 12:00:00 a. m.,1,1,,No
23724,Ciudad Juárez,801/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,03/06/2022 12:00:00 a. m.,1,1,,No
23691,Ciudad Juárez,855/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,02/06/2022 12:00:00 a. m.,1,1,,No
23589,Ciudad Juárez,758/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,01/06/2022 12:00:00 a. m.,1,1,,No
23590,Ciudad Juárez,107/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,01/06/2022 12:00:00 a. m.,1,1,,No
23591,Ciudad Juárez,8/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,01/06/2022 12:00:00 a. m.,1,1,,No
23453,Ciudad Juárez,188/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,27/05/2022 12:00:00 a. m.,1,1,,No
23494,Ciudad Juárez,1147/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,27/05/2022 12:00:00 a. m.,4,1,,No
23552,Ciudad Juárez,1101/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,26/05/2022 12:00:00 a. m.,1,1,,No
23556,Ciudad Juárez,12/2022,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,26/05/2022 12:00:00 a. m.,1,1,,No
23454,Ciudad Juárez,626/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,25/05/2022 12:00:00 a. m.,2,1,,No
23456,Ciudad Juárez,475/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,25/05/2022 12:00:00 a. m.,3,1,,No
23467,Ciudad Juárez,790/2019,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,25/05/2022 12:00:00 a. m.,1,1,,No
23469,Ciudad Juárez,270/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,25/05/2022 12:00:00 a. m.,1,1,,No
23471,Ciudad Juárez,829/2021,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,25/05/2022 12:00:00 a. m.,1,1,,No
24399,Ciudad Juárez,535/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,25/05/2022 12:00:00 a. m.,1,1,,No
23413,Ciudad Juárez,478/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,24/05/2022 12:00:00 a. m.,1,1,,No
23549,Ciudad Juárez,812/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,23/05/2022 12:00:00 a. m.,1,1,,No
23551,Ciudad Juárez,672/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,23/05/2022 12:00:00 a. m.,1,1,,No
23394,Ciudad Juárez,220/2022,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,21/05/2022 12:00:00 a. m.,1,1,,No
24397,Ciudad Juárez,886/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,20/05/2022 12:00:00 a. m.,1,1,,No
23368,Ciudad Juárez,788/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,19/05/2022 12:00:00 a. m.,1,1,,No
23249,Ciudad Juárez,662/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,13/05/2022 12:00:00 a. m.,2,1,,No
24394,Ciudad Juárez,686/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,12/05/2022 12:00:00 a. m.,1,1,,No
24395,Ciudad Juárez,16/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,12/05/2022 12:00:00 a. m.,1,1,,No
23215,Ciudad Juárez,248/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,11/05/2022 12:00:00 a. m.,2,1,,No
23217,Ciudad Juárez,218/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,11/05/2022 12:00:00 a. m.,1,1,,No
23189,Ciudad Juárez,707/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,10/05/2022 12:00:00 a. m.,1,1,,No
23464,Ciudad Juárez,229/2021,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,09/05/2022 12:00:00 a. m.,1,1,,No
23465,Ciudad Juárez,1190/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,09/05/2022 12:00:00 a. m.,1,1,,No
24392,Ciudad Juárez,255/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,09/05/2022 12:00:00 a. m.,1,1,,No
23461,Ciudad Juárez,330/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,04/05/2022 12:00:00 a. m.,2,1,,No
23463,Ciudad Juárez,929/2019,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,04/05/2022 12:00:00 a. m.,3,1,,No
24386,Ciudad Juárez,1316/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,04/05/2022 12:00:00 a. m.,1,1,,No
24390,Ciudad Juárez,55/2022,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,04/05/2022 12:00:00 a. m.,1,1,,No
22931,Ciudad Juárez,108/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,03/05/2022 12:00:00 a. m.,1,1,,No
22932,Ciudad Juárez,107/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,03/05/2022 12:00:00 a. m.,1,1,,No
22933,Ciudad Juárez,267/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,03/05/2022 12:00:00 a. m.,4,1,,No
23460,Ciudad Juárez,1249/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,02/05/2022 12:00:00 a. m.,2,1,,No
24398,Ciudad Juárez,1175/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,02/05/2022 12:00:00 a. m.,4,1,,No
23213,Ciudad Juárez,1042/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/04/2022 12:00:00 a. m.,1,1,,No
24476,Ciudad Juárez,1156/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,29/04/2022 12:00:00 a. m.,1,1,,No
24480,Ciudad Juárez,876/2019,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,29/04/2022 12:00:00 a. m.,1,1,,No
24482,Ciudad Juárez,655/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,29/04/2022 12:00:00 a. m.,1,1,,No
22820,Ciudad Juárez,887/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,28/04/2022 12:00:00 a. m.,1,1,,No
22822,Ciudad Juárez,868/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,28/04/2022 12:00:00 a. m.,3,1,,No
22825,Ciudad Juárez,577/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,28/04/2022 12:00:00 a. m.,1,1,,No
22925,Ciudad Juárez,42/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,27/04/2022 12:00:00 a. m.,1,1,,No
23211,Ciudad Juárez,852/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,27/04/2022 12:00:00 a. m.,2,1,,No
24458,Ciudad Juárez,375/2019,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,26/04/2022 12:00:00 a. m.,1,1,,No
24474,Ciudad Juárez,506/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,26/04/2022 12:00:00 a. m.,2,1,,No
24475,Ciudad Juárez,115/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,26/04/2022 12:00:00 a. m.,1,1,,No
22709,Ciudad Juárez,737/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,25/04/2022 12:00:00 a. m.,1,1,,No
22649,Ciudad Juárez,418/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,22/04/2022 12:00:00 a. m.,2,1,,No
22655,Ciudad Juárez,358/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,22/04/2022 12:00:00 a. m.,3,1,,No
22922,Ciudad Juárez,512/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/04/2022 12:00:00 a. m.,1,1,,No
22924,Ciudad Juárez,432/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,22/04/2022 12:00:00 a. m.,1,1,,No
22894,Ciudad Juárez,180/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,21/04/2022 12:00:00 a. m.,2,1,,No
24456,Ciudad Juárez,646/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,21/04/2022 12:00:00 a. m.,1,1,,No
22581,Ciudad Juárez,877/2021,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,20/04/2022 12:00:00 a. m.,1,1,,No
23210,Ciudad Juárez,262/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,19/04/2022 12:00:00 a. m.,1,1,,No
22889,Ciudad Juárez,230/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,18/04/2022 12:00:00 a. m.,4,1,,No
22891,Ciudad Juárez,90/2022,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,18/04/2022 12:00:00 a. m.,1,1,,No
22893,Ciudad Juárez,590/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,18/04/2022 12:00:00 a. m.,1,1,,No
23459,Ciudad Juárez,1040/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,18/04/2022 12:00:00 a. m.,1,1,,No
24453,Ciudad Juárez,986/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,18/04/2022 12:00:00 a. m.,1,1,,No
22920,Ciudad Juárez,1251/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,11/04/2022 12:00:00 a. m.,1,1,,No
22921,Ciudad Juárez,861/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,11/04/2022 12:00:00 a. m.,1,1,,No
23208,Ciudad Juárez,251/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,11/04/2022 12:00:00 a. m.,2,1,,No
24448,Ciudad Juárez,236/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,08/04/2022 12:00:00 a. m.,1,1,,No
24451,Ciudad Juárez,1276/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,08/04/2022 12:00:00 a. m.,1,1,,No
22119,Ciudad Juárez,1008/2019,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,07/04/2022 12:00:00 a. m.,1,1,,No
22200,Ciudad Juárez,142/2021,ERNESTO CORNEJO ÁNGELES,Juicio Oral,No,No,01/01/1900 12:00:00 a. m.,06/04/2022 12:00:00 a. m.,15,1,,No
22918,Ciudad Juárez,692/2020,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,06/04/2022 12:00:00 a. m.,1,1,,No
24446,Ciudad Juárez,875/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,05/04/2022 12:00:00 a. m.,1,1,,No
24447,Ciudad Juárez,1216/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,05/04/2022 12:00:00 a. m.,1,1,,No
22042,Ciudad Juárez,1307/2020,ERNESTO CORNEJO ÁNGELES,Procedimiento Abreviado,No,No,,04/04/2022 12:00:00 a. m.,1,1,,No
21399,Ciudad Juárez,372/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,03/04/2022 12:00:00 a. m.,1,1,,No
23209,Ciudad Juárez,831/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,03/04/2022 12:00:00 a. m.,1,1,,No
22067,Ciudad Juárez,712/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,01/04/2022 12:00:00 a. m.,1,1,,No
22068,Ciudad Juárez,651/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,01/04/2022 12:00:00 a. m.,1,1,,No
24557,Ciudad Juárez,1205/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,31/03/2022 12:00:00 a. m.,1,1,,No
24558,Ciudad Juárez,285/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,31/03/2022 12:00:00 a. m.,2,1,,No
24559,Ciudad Juárez,95/2020,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,31/03/2022 12:00:00 a. m.,2,1,,No
22160,Ciudad Juárez,601/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,29/03/2022 12:00:00 a. m.,1,2,,No
24443,Ciudad Juárez,965/2019,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,28/03/2022 12:00:00 a. m.,1,1,,No
22064,Ciudad Juárez,12/2019,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,24/03/2022 12:00:00 a. m.,1,1,,No
24547,Ciudad Juárez,576/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,23/03/2022 12:00:00 a. m.,1,1,,No
22613,Ciudad Juárez,220/2020,JUAN JOSÉ CHÁVEZ MONTES,Procedimiento Abreviado,No,No,,18/03/2022 12:00:00 a. m.,2,1,,No
24544,Ciudad Juárez,315/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,18/03/2022 12:00:00 a. m.,1,1,,No
22061,Ciudad Juárez,982/2021,JOSÉ AVELINO OROZCO CÓRDOVA,Procedimiento Abreviado,No,No,,16/03/2022 12:00:00 a. m.,1,1,,No
24633,Ciudad Juárez,496/2021,JOSÉ LUIS HERNÁNDEZ HERNÁNDEZ,Procedimiento Abreviado,No,No,,15/03/2022 12:00:00 a. m.,1,1,,No
